name,power,accuracy,type,damage_class,description,pokemon_names
growl,,100,normal,status,Lowers the target's Attack by one stage.,"altaria,amaura,ampharos,audino,aurorus,bayleef,beheeyem,bibarel,bidoof,blaziken,blissey,buizel,bulbasaur,camerupt,chansey,charizard,charmander,charmeleon,chatot,chesnaught,chespin,chikorita,chimecho,chingling,clefable,clefairy,combusken,cubchoo,cubone,deerling,delcatty,dewgong,diglett,dodrio,doduo,donphan,dugtrio,eevee,elgyem,empoleon,espeon,fearow,flaaffy,flareon,fletchinder,fletchling,floatzel,froakie,frogadier,furfrou,furret,gallade,gardevoir,girafarig,glaceon,glameow,granbull,greninja,grumpig,hoothoot,hoppip,ivysaur,jolteon,kangaskhan,kirlia,kricketot,kricketune,lapras,leafeon,liepard,linoone,lombre,lotad,ludicolo,mareep,marowak,marshtomp,mawile,miltank,minccino,misdreavus,mismagius,mudkip,nidoqueen,noctowl,pachirisu,palpitoad,pelipper,persian,phanpy,pidove,pikachu,piplup,plusle,ponyta,prinplup,purrloin,purugly,quilladin,raichu,ralts,rapidash,sawsbuck,sealeo,seel,sentret,slowbro,slowking,slowpoke,snubbull,spheal,spoink,staraptor,staravia,starly,swablu,swampert,swellow,sylveon,taillow,talonflame,togekiss,togepi,togetic,torchic,tranquill,tympole,umbreon,unfezant,vaporeon,venusaur,wailmer,wailord,wingull,zigzagoon"
strength,80,100,normal,physical,Inflicts regular damage.,"abomasnow,absol,aerodactyl,aggron,aipom,ambipom,ampharos,arbok,arcanine,armaldo,aron,avalugg,axew,azumarill,bagon,barbaracle,bastiodon,bayleef,bergmite,bibarel,binacle,blastoise,blaziken,blissey,boldore,bouffalant,braviary,breloom,bronzong,buizel,bulbasaur,bunnelby,cacturne,camerupt,carracosta,chansey,charizard,charmander,charmeleon,chesnaught,chespin,chimchar,claydol,clefable,clefairy,cobalion,combusken,conkeldurr,corphish,corsola,cradily,cranidos,crawdaunt,croagunk,croconaw,crustle,cubchoo,cubone,darkrai,darumaka,deino,delcatty,dewgong,diggersby,donphan,dragonite,drapion,drilbur,druddigon,dunsparce,durant,dusclops,dusknoir,dwebble,eelektross,ekans,electabuzz,electivire,electrike,emboar,empoleon,entei,excadrill,exeggcute,exeggutor,exploud,feraligatr,flaaffy,flareon,floatzel,flygon,forretress,fraxure,froakie,frogadier,furret,gabite,gallade,garchomp,gastrodon,gengar,geodude,gible,gigalith,girafarig,glaceon,gligar,gliscor,gogoat,golduck,golem,golett,golurk,goodra,granbull,graveler,greninja,grimer,grotle,groudon,grovyle,growlithe,gulpin,gurdurr,gyarados,hariyama,hawlucha,haxorus,heracross,hippopotas,hippowdon,hitmonchan,hitmonlee,hitmontop,ho-oh,houndoom,hydreigon,infernape,ivysaur,jigglypuff,jolteon,kangaskhan,kecleon,kingler,krabby,kricketune,krokorok,krookodile,kyogre,kyurem,lairon,lapras,leafeon,ledian,lickilicky,lickitung,linoone,litleo,lombre,lopunny,loudred,lucario,ludicolo,lugia,luxio,luxray,machamp,machoke,machop,magcargo,magmar,magmortar,makuhita,mamoswine,manectric,mankey,marill,marowak,marshtomp,mawile,medicham,meditite,metagross,metang,mew,mewtwo,mienfoo,mienshao,mightyena,miltank,monferno,mudkip,muk,munchlax,nidoking,nidoqueen,nidorino,nosepass,nuzleaf,pancham,pangoro,phanpy,phantump,pignite,pikachu,piloswine,pineco,pinsir,politoed,poliwhirl,poliwrath,ponyta,primeape,prinplup,probopass,pyroar,quagsire,quilava,quilladin,raichu,raikou,rampardos,rapidash,raticate,rayquaza,regice,regirock,registeel,reshiram,reuniclus,rhydon,rhyhorn,rhyperior,riolu,rufflet,salamence,samurott,sandshrew,sandslash,sawk,sceptile,scizor,scolipede,scrafty,scraggy,sealeo,seel,serperior,seviper,sharpedo,shelgon,shieldon,shiftry,shinx,shuckle,skiddo,skorupi,slaking,slakoth,slowbro,slowking,slowpoke,sneasel,snorlax,snubbull,spheal,spinda,squirtle,steelix,stoutland,sudowoodo,swalot,swampert,swinub,tangrowth,tauros,teddiursa,tepig,terrakion,throh,tirtouga,torchic,torkoal,torterra,toxicroak,trapinch,treecko,trevenant,tropius,turtwig,typhlosion,tyranitar,tyrantrum,tyrogue,tyrunt,ursaring,vaporeon,venusaur,vibrava,vigoroth,virizion,volcanion,wailmer,wailord,wartortle,watchog,weavile,whiscash,wigglytuff,zangoose,zekrom,zweilous"
mega-drain,40,100,grass,special,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,"accelgor,amoonguss,arbok,beautifly,beedrill,bellsprout,breloom,budew,bulbasaur,butterfree,cottonee,cradily,ekans,exeggcute,exeggutor,foongus,gastly,gengar,gloom,golbat,grimer,grotle,grovyle,haunter,hoppip,ivysaur,jumpluff,kabuto,kabutops,lileep,lilligant,lombre,lotad,ludicolo,maractus,mew,muk,nuzleaf,oddish,paras,parasect,petilil,roselia,roserade,sceptile,seedot,serperior,shelmet,shiftry,shroomish,skiploom,snivy,sunflora,tangela,tangrowth,tentacool,tentacruel,torterra,treecko,turtwig,venomoth,venonat,venusaur,victreebel,vileplume,weepinbell,whimsicott,zubat"
leech-seed,,90,grass,status,"Plants a seed on the target that drains 1/8 of its max HP at the end of every turn and heals the user for the amount taken.  Has no effect on grass Pokémon.  The seed remains until the target leaves the field.

The user takes damage instead of being healed if the target has liquid ooze.

rapid spin will remove this effect.

This effect is passed on by baton pass.","bayleef,breloom,bulbasaur,cacnea,cacturne,carnivine,celebi,cherrim,cherubi,chesnaught,chespin,chikorita,cottonee,cradily,deerling,exeggcute,exeggutor,ferroseed,gloom,gogoat,grotle,grovyle,hoppip,ivysaur,jumpluff,leafeon,lilligant,lombre,lotad,maractus,nuzleaf,oddish,pansage,paras,parasect,petilil,phantump,quilladin,roselia,roserade,sawsbuck,sceptile,seedot,serperior,shiftry,shroomish,skiddo,skiploom,snivy,snover,sunflora,tangela,torterra,treecko,trevenant,tropius,turtwig,venusaur,vileplume,whimsicott"
growth,,,normal,status,"Raises the user's Attack and Special Attack by one stage each.  During sunny day, raises both stats by two stages.","amoonguss,bellsprout,breloom,budew,bulbasaur,cacnea,cacturne,carnivine,cherrim,cherubi,cottonee,foongus,gloom,gogoat,grotle,illumise,ivysaur,lilligant,maractus,nuzleaf,oddish,paras,parasect,petilil,phantump,roselia,roserade,seedot,serperior,shiftry,shroomish,skiddo,snivy,snover,sunflora,tangela,tangrowth,torterra,trevenant,tropius,turtwig,venusaur,victreebel,vileplume,weepinbell,whimsicott"
razor-leaf,55,95,grass,physical,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,"abomasnow,bayleef,bellsprout,budew,bulbasaur,carnivine,cherubi,chikorita,cottonee,floette,gloom,gogoat,grotle,ivysaur,leafeon,leavanny,lombre,lotad,ludicolo,nuzleaf,oddish,roselia,sewaddle,shiftry,skiddo,snover,sunflora,swadloon,torterra,tropius,turtwig,venusaur,victreebel,vileplume,weepinbell,whimsicott"
solar-beam,120,100,grass,special,"Inflicts regular damage.  User charges for one turn before attacking.

During sunny day, the charge turn is skipped.

During hail, rain dance, or sandstorm, power is halved.

This move cannot be selected by sleep talk.","abomasnow,aggron,aipom,altaria,ambipom,amoonguss,arcanine,ariados,audino,baltoy,bayleef,beautifly,beedrill,bellsprout,blaziken,blissey,braixen,breloom,bronzong,bronzor,budew,bulbasaur,buneary,butterfree,cacnea,cacturne,camerupt,carnivine,castform,celebi,chandelure,chansey,charizard,cherrim,cherubi,chesnaught,chespin,chikorita,claydol,clefable,clefairy,cottonee,cradily,crustle,cryogonal,darumaka,deerling,delcatty,delphox,dunsparce,dustox,dwebble,emboar,emolga,entei,exeggcute,exeggutor,exploud,fennekin,ferroseed,floette,florges,flygon,foongus,forretress,furret,garbodor,genesect,gigalith,gloom,gogoat,golurk,granbull,grotle,groudon,grovyle,gulpin,happiny,heliolisk,ho-oh,hoppip,houndoom,houndour,igglybuff,illumise,infernape,ivysaur,jigglypuff,jumpluff,kangaskhan,kecleon,lampent,lapras,latias,latios,leafeon,leavanny,ledian,ledyba,lickilicky,lickitung,lileep,lilligant,litleo,litwick,lombre,lopunny,lotad,loudred,ludicolo,magcargo,magmortar,maractus,masquerain,mawile,mew,mewtwo,miltank,moltres,mothim,munchlax,nincada,ninetales,ninjask,noibat,noivern,nuzleaf,oddish,pansage,pansear,paras,parasect,petilil,phantump,pignite,pineco,ponyta,porygon,porygon-z,porygon2,pyroar,quilladin,rapidash,rayquaza,reshiram,roselia,roserade,sawsbuck,sceptile,scolipede,seedot,sentret,serperior,sewaddle,shedinja,shiftry,shroomish,sigilyph,simisage,simisear,skiddo,skiploom,slaking,slakoth,snivy,snorlax,snover,snubbull,solrock,spinarak,stantler,sunflora,surskit,swablu,swadloon,swalot,talonflame,tangela,tangrowth,tauros,tepig,togekiss,togepi,togetic,torkoal,torterra,trapinch,treecko,trevenant,tropius,turtwig,typhlosion,uxie,venipede,venomoth,venonat,venusaur,vibrava,victini,victreebel,vigoroth,vileplume,virizion,vivillon,volbeat,volcanion,volcarona,weepinbell,whimsicott,whirlipede,whismur,wigglytuff,xatu,yanma,yanmega,zangoose"
poison-powder,,75,poison,status,Poisons the target.,"bayleef,bellsprout,breloom,budew,bulbasaur,butterfree,chikorita,cottonee,dustox,exeggcute,foongus,gloom,hoppip,ivysaur,jumpluff,mothim,oddish,paras,parasect,petilil,roselia,roserade,scatterbug,shroomish,skiploom,tangela,tangrowth,venomoth,venonat,venusaur,victreebel,vileplume,vivillon,weepinbell,whimsicott"
sleep-powder,,75,grass,status,Puts the target to sleep.,"bellsprout,budew,bulbasaur,butterfree,carnivine,cherrim,cherubi,exeggcute,gloom,grotle,hoppip,ivysaur,jumpluff,lilligant,oddish,paras,parasect,petilil,roselia,skiploom,tangela,tangrowth,torterra,turtwig,venomoth,venonat,venusaur,victreebel,vileplume,vivillon,weepinbell"
petal-dance,120,100,grass,special,"Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.

safeguard does not protect against the confusion from this move.","budew,bulbasaur,cherrim,cherubi,floette,florges,gloom,ivysaur,lilligant,maractus,oddish,roselia,roserade,sunflora,venusaur,vileplume"
string-shot,,95,bug,status,Lowers the target's Speed by two stages.,"anorith,ariados,armaldo,beautifly,beedrill,bulbasaur,burmy,butterfree,cascoon,caterpie,combee,cradily,dustox,forretress,galvantula,gastrodon,illumise,ivysaur,joltik,kakuna,kricketot,kricketune,leavanny,ledian,ledyba,lileep,mantine,masquerain,metapod,mew,mothim,nincada,ninjask,octillery,paras,parasect,pineco,pinsir,remoraid,scatterbug,sewaddle,shedinja,shellos,shuckle,silcoon,slurpuff,spinarak,surskit,swadloon,swirlix,venomoth,venonat,venusaur,vespiquen,volbeat,volcarona,wurmple,yanma,yanmega"
toxic,,90,poison,status,Badly poisons the target.  Never misses when used by a poison-type Pokémon.,"abomasnow,abra,absol,accelgor,aerodactyl,aggron,aipom,alomomola,altaria,amaura,ambipom,amoonguss,ampharos,anorith,arbok,arcanine,archen,archeops,ariados,armaldo,aromatisse,aron,articuno,audino,aurorus,avalugg,axew,azelf,azumarill,azurill,bagon,baltoy,banette,barbaracle,barboach,bastiodon,bayleef,beautifly,beedrill,beheeyem,bellsprout,bergmite,bibarel,bidoof,binacle,bisharp,blastoise,blaziken,blissey,boldore,bonsly,bouffalant,braixen,braviary,breloom,bronzong,bronzor,budew,buizel,bulbasaur,buneary,bunnelby,butterfree,cacnea,cacturne,camerupt,carbink,carnivine,carracosta,carvanha,castform,celebi,chandelure,chansey,charizard,charmander,charmeleon,chatot,cherrim,cherubi,chesnaught,chespin,chikorita,chimchar,chimecho,chinchou,chingling,cinccino,clamperl,clauncher,clawitzer,claydol,clefable,clefairy,cloyster,cobalion,cofagrigus,combusken,conkeldurr,corphish,corsola,cottonee,cradily,cranidos,crawdaunt,croagunk,crobat,croconaw,crustle,cryogonal,cubchoo,cubone,cyndaquil,darkrai,darumaka,dedenne,deerling,deino,delcatty,delibird,delphox,dewgong,dewott,diancie,diggersby,diglett,dodrio,doduo,donphan,doublade,dragalge,dragonair,dragonite,drapion,dratini,drifblim,drifloon,drilbur,drowzee,druddigon,ducklett,dugtrio,dunsparce,duosion,durant,dusclops,dusknoir,duskull,dustox,dwebble,eelektrik,eelektross,eevee,ekans,electabuzz,electivire,electrike,electrode,elekid,elgyem,emboar,emolga,empoleon,entei,escavalier,espeon,espurr,excadrill,exeggcute,exeggutor,exploud,fearow,feebas,fennekin,feraligatr,ferroseed,finneon,flaaffy,flareon,fletchinder,fletchling,floatzel,floette,florges,flygon,foongus,forretress,fraxure,frillish,froakie,frogadier,furfrou,furret,gabite,gallade,galvantula,garbodor,garchomp,gardevoir,gastly,gastrodon,genesect,gengar,geodude,gible,gigalith,girafarig,glaceon,glalie,glameow,gligar,gliscor,gloom,gogoat,golbat,goldeen,golduck,golem,golett,golurk,goodra,goomy,gorebyss,gothita,gothitelle,gothorita,granbull,graveler,greninja,grimer,grotle,groudon,grovyle,growlithe,grumpig,gulpin,gurdurr,gyarados,happiny,hariyama,haunter,hawlucha,haxorus,heliolisk,helioptile,heracross,hippopotas,hippowdon,hitmonchan,hitmonlee,hitmontop,ho-oh,honchkrow,honedge,hoothoot,hoppip,horsea,houndoom,houndour,huntail,hydreigon,hypno,igglybuff,illumise,infernape,inkay,ivysaur,jellicent,jigglypuff,jirachi,jolteon,joltik,jumpluff,jynx,kabuto,kabutops,kadabra,kangaskhan,karrablast,kecleon,kingdra,kingler,kirlia,klang,klefki,klink,klinklang,koffing,krabby,kricketune,krokorok,krookodile,kyogre,kyurem,lairon,lampent,lanturn,lapras,larvitar,latias,latios,leafeon,leavanny,ledian,ledyba,lickilicky,lickitung,liepard,lileep,lilligant,lillipup,linoone,litleo,litwick,lombre,lopunny,lotad,loudred,lucario,ludicolo,lugia,lumineon,lunatone,luvdisc,luxio,luxray,machamp,machoke,machop,magcargo,magmar,magmortar,magnemite,magneton,magnezone,makuhita,malamar,mamoswine,mandibuzz,manectric,mankey,mantine,mantyke,maractus,mareep,marill,marowak,marshtomp,masquerain,mawile,medicham,meditite,mesprit,metagross,metang,mew,mewtwo,mienfoo,mienshao,mightyena,milotic,miltank,minccino,misdreavus,mismagius,moltres,monferno,mothim,mudkip,muk,munchlax,munna,murkrow,musharna,nidoking,nidoqueen,nidorino,nincada,ninetales,ninjask,noctowl,noibat,noivern,nosepass,nuzleaf,octillery,oddish,omanyte,omastar,oshawott,pachirisu,palpitoad,pancham,pangoro,panpour,pansage,pansear,paras,parasect,patrat,pawniard,pelipper,persian,petilil,phanpy,phantump,pichu,pidgeot,pidgeotto,pidgey,pidove,pignite,pikachu,piloswine,pineco,pinsir,piplup,plusle,politoed,poliwag,poliwhirl,poliwrath,ponyta,poochyena,porygon,porygon-z,porygon2,primeape,prinplup,probopass,pupitar,purrloin,purugly,pyroar,quagsire,quilava,quilladin,qwilfish,raichu,raikou,ralts,rampardos,rapidash,raticate,rattata,rayquaza,regice,regirock,registeel,remoraid,reshiram,reuniclus,rhydon,rhyhorn,rhyperior,riolu,roselia,roserade,rotom,rufflet,salamence,samurott,sandile,sandshrew,sandslash,sawk,sawsbuck,sceptile,scizor,scolipede,scrafty,scraggy,scyther,seadra,seaking,sealeo,seedot,seel,sentret,serperior,seviper,sewaddle,sharpedo,shedinja,shelgon,shellder,shellos,shelmet,shieldon,shiftry,shinx,shroomish,shuckle,shuppet,sigilyph,simipour,simisage,simisear,skarmory,skiddo,skiploom,skorupi,skrelp,slaking,slakoth,sliggoo,slowbro,slowking,slowpoke,slugma,slurpuff,smoochum,sneasel,snivy,snorlax,snorunt,snover,snubbull,solosis,solrock,spheal,spinarak,spinda,spiritomb,spoink,spritzee,squirtle,stantler,staraptor,staravia,starly,starmie,staryu,steelix,stoutland,stunfisk,stunky,sudowoodo,suicune,sunflora,surskit,swablu,swadloon,swalot,swampert,swanna,swellow,swinub,swirlix,swoobat,sylveon,taillow,talonflame,tangela,tangrowth,tauros,teddiursa,tentacool,tentacruel,tepig,terrakion,throh,tirtouga,togekiss,togepi,togetic,torchic,torkoal,torterra,totodile,toxicroak,tranquill,trapinch,treecko,trevenant,tropius,trubbish,turtwig,tympole,typhlosion,tyranitar,tyrantrum,tyrogue,tyrunt,umbreon,unfezant,ursaring,uxie,vanillish,vanillite,vanilluxe,vaporeon,venipede,venomoth,venonat,venusaur,vespiquen,vibrava,victini,victreebel,vigoroth,vileplume,virizion,vivillon,volbeat,volcanion,volcarona,voltorb,vullaby,vulpix,wailmer,wailord,wartortle,watchog,weavile,weepinbell,weezing,whimsicott,whirlipede,whiscash,whismur,wigglytuff,wingull,woobat,wooper,xatu,xerneas,yamask,yanma,yanmega,yveltal,zangoose,zapdos,zebstrika,zekrom,zigzagoon,zoroark,zorua,zubat,zweilous"
rage,20,100,normal,physical,"Inflicts regular damage.  Every time the user is hit after it uses this move but before its next action, its Attack raises by one stage.","abra,aerodactyl,arbok,arcanine,articuno,bagon,beautifly,beedrill,bellsprout,blastoise,bouffalant,bulbasaur,butterfree,carvanha,chansey,charizard,charmander,charmeleon,clefable,clefairy,cloyster,croconaw,cubone,darumaka,dewgong,diglett,dodrio,doduo,dragonair,dragonite,dratini,drowzee,dugtrio,dunsparce,eevee,ekans,electabuzz,electrode,exeggcute,exeggutor,fearow,feraligatr,flareon,gastly,gengar,geodude,gloom,golbat,goldeen,golduck,golem,granbull,graveler,grimer,growlithe,gyarados,haunter,hitmonchan,hitmonlee,horsea,houndour,hypno,ivysaur,jigglypuff,jolteon,jynx,kabuto,kabutops,kadabra,kangaskhan,kingler,koffing,krabby,krokorok,krookodile,lapras,lickitung,machamp,machoke,machop,magmar,magnemite,magneton,mankey,marowak,mew,mewtwo,moltres,muk,nidoking,nidoqueen,nidorino,ninetales,oddish,omanyte,omastar,paras,parasect,persian,pidgeot,pidgeotto,pidgey,pikachu,pinsir,poliwag,poliwhirl,poliwrath,ponyta,porygon,primeape,raichu,rapidash,raticate,rattata,rhydon,rhyhorn,salamence,sandile,sandshrew,sandslash,scyther,seadra,seaking,seel,sharpedo,shelgon,shellder,slowbro,slowpoke,snorlax,snubbull,squirtle,stantler,starmie,staryu,steelix,swablu,taillow,tangela,tauros,tentacool,tentacruel,totodile,vaporeon,venomoth,venonat,venusaur,victreebel,vileplume,voltorb,vulpix,wartortle,weepinbell,weezing,wigglytuff,zapdos,zubat"
mimic,,,normal,status,"This move is replaced by the target's last successfully used move, and its PP changes to 5.  If the target hasn't used a move since entering the field, if it tried to use a move this turn and failed, or if the user already knows the targeted move, this move will fail.  This effect vanishes when the user leaves the field.

If chatter, metronome, mimic, sketch, or struggle is selected, this move will fail.

This move cannot be copied by mirror move, nor selected by assist or metronome, nor forced by encore.","abra,absol,aerodactyl,aggron,aipom,altaria,ampharos,anorith,arbok,arcanine,ariados,armaldo,aron,articuno,azumarill,azurill,bagon,baltoy,banette,barboach,bayleef,beautifly,beedrill,bellsprout,blastoise,blaziken,blissey,bonsly,breloom,bulbasaur,butterfree,cacnea,cacturne,camerupt,carvanha,castform,celebi,chansey,charizard,charmander,charmeleon,chatot,chikorita,chimecho,chinchou,clamperl,claydol,clefable,clefairy,cloyster,combusken,corphish,corsola,cradily,crawdaunt,crobat,croconaw,cubone,cyndaquil,delcatty,delibird,dewgong,diglett,dodrio,doduo,donphan,dragonair,dragonite,dratini,drowzee,dugtrio,dunsparce,dusclops,duskull,dustox,eevee,ekans,electabuzz,electrike,electrode,elekid,entei,espeon,exeggcute,exeggutor,exploud,fearow,feebas,feraligatr,flaaffy,flareon,flygon,forretress,furfrou,furret,gardevoir,gastly,gengar,geodude,girafarig,glaceon,glalie,gligar,gloom,golbat,goldeen,golduck,golem,gorebyss,granbull,graveler,grimer,groudon,grovyle,growlithe,grumpig,gulpin,gyarados,hariyama,haunter,heracross,hitmonchan,hitmonlee,hitmontop,ho-oh,hoothoot,hoppip,horsea,houndoom,houndour,huntail,hypno,igglybuff,illumise,ivysaur,jigglypuff,jirachi,jolteon,jumpluff,jynx,kabuto,kabutops,kadabra,kangaskhan,kecleon,kingdra,kingler,kirlia,koffing,krabby,kyogre,lairon,lanturn,lapras,larvitar,latias,latios,leafeon,ledian,ledyba,lickitung,lileep,linoone,lombre,lotad,loudred,ludicolo,lugia,lunatone,luvdisc,machamp,machoke,machop,magcargo,magmar,magnemite,magneton,makuhita,manectric,mankey,mantine,mareep,marill,marowak,marshtomp,masquerain,mawile,medicham,meditite,metagross,metang,mew,mewtwo,mightyena,milotic,miltank,misdreavus,moltres,mudkip,muk,murkrow,nidoking,nidoqueen,nidorino,nincada,ninetales,ninjask,noctowl,nosepass,nuzleaf,octillery,oddish,omanyte,omastar,paras,parasect,pelipper,persian,phanpy,pichu,pidgeot,pidgeotto,pidgey,pikachu,piloswine,pineco,pinsir,plusle,politoed,poliwag,poliwhirl,poliwrath,ponyta,poochyena,porygon,porygon2,primeape,pupitar,quagsire,quilava,qwilfish,raichu,raikou,ralts,rapidash,raticate,rattata,rayquaza,regice,regirock,registeel,remoraid,rhydon,rhyhorn,roselia,salamence,sandshrew,sandslash,sceptile,scizor,scyther,seadra,seaking,sealeo,seedot,seel,sentret,seviper,sharpedo,shedinja,shelgon,shellder,shiftry,shroomish,shuckle,shuppet,skarmory,skiploom,slaking,slakoth,slowbro,slowking,slowpoke,slugma,smoochum,sneasel,snorlax,snorunt,snubbull,solrock,spheal,spinarak,spinda,spoink,squirtle,stantler,starmie,staryu,steelix,sudowoodo,suicune,sunflora,surskit,swablu,swalot,swampert,swellow,swinub,sylveon,taillow,tangela,tauros,teddiursa,tentacool,tentacruel,togepi,togetic,torchic,torkoal,totodile,trapinch,treecko,tropius,typhlosion,tyranitar,tyrogue,umbreon,ursaring,vaporeon,venomoth,venonat,venusaur,vibrava,victreebel,vigoroth,vileplume,volbeat,voltorb,vulpix,wailmer,wailord,wartortle,weepinbell,weezing,whiscash,whismur,wigglytuff,wingull,wooper,xatu,yanma,zangoose,zapdos,zigzagoon,zubat"
